abate;abates;is abateing:V
swap;swaps;is swaping:V
sward;swards;is swardding:V
swarm;swarms;is swarmming:V
swat;swats;is swatting:V
sway;sways;is swaying:V
swear;swears;is swearing:V
sweat;sweats;is sweatting:V
sweep;sweeps;is sweeping:V
sweet-talk;sweet-talks;is sweet-talking:V
sweeten;sweetens;is sweetenning:V
swell;swells;is swellling:V
swept;swepts;is sweptting:V
swerve;swerves;is swerveing:V
swig;swigs;is swiging:V
swill;swills;is swillling:V
swim;swims;is swimming:V
swindle;swindles;is swindleing:V
swinge;swinges;is swingeing:V
swingle;swingles;is swingleing:V
swipe;swipes;is swipeing:V
swirl;swirls;is swirlling:V
swish;swishs;is swishing:V
switch off;switch offs;is switch offing:V
switch on;switch ons;is switch onning:V
switch;switchs;is switching:V
swivel;swivels;is swivelling:V
swive;swives;is swiveing:V
swob;swobs;is swobing:V
swollen;swollens;is swollenning:V
swonken;swonkens;is swonkenning:V
swonk;swonks;is swonking:V
swoosh;swooshs;is swooshing:V
swop;swops;is swoping:V
swore;swores;is sworeing:V
sworn;sworns;is swornning:V
swot;swots;is swotting:V
swound;swounds;is swoundding:V
swum;swums;is swumming:V
swung;swungs;is swunging:V
syllabify;syllabifys;is syllabifying:V
syllable;syllables;is syllableing:V
syllogize;syllogizes;is syllogizeing:V
symbol;symbols;is symbolling:V
synchronize;synchronizes;is synchronizeing:V
syncretize;syncretizes;is syncretizeing:V
sync;syncs;is syncing:V
syndicate;syndicates;is syndicateing:V
ta'en;ta'ens;is ta'enning:V
taboo;taboos;is tabooing:V
tabulate;tabulates;is tabulateing:V
tab;tabs;is tabing:V
tack;tacks;is tacking:V
tag;tags;is taging:V
tail off;tail offs;is tail offing:V
tailgate;tailgates;is tailgateing:V
tailor;tailors;is tailoring:V
tail;tails;is tailling:V
taint;taints;is taintting:V
take back;take backs;is take backing:V
take off;take offs;is take offing:V
take on;take ons;is take onning:V
take over;take overs;is take overing:V
take up;take ups;is take uping:V
taken;takens;is takenning:V
take;takes;is takeing:V
talc;talcs;is talcing:V
talk down;talk downs;is talk downning:V
talk out;talk outs;is talk outting:V
tally-ho;tally-hos;is tally-hoing:V
tally;tallys;is tallying:V
tambour;tambours;is tambouring:V
tammy;tammys;is tammying:V
tangle;tangles;is tangleing:V
tango;tangos;is tangoing:V
tank up;tank ups;is tank uping:V
tan;tans;is tanning:V
taper;tapers;is tapering:V
tape;tapes;is tapeing:V
tap;taps;is taping:V
tariff;tariffs;is tariffing:V
tarnish;tarnishs;is tarnishing:V
tarries;tarriess;is tarriesing:V
tarry;tarrys;is tarrying:V
tart up;tart ups;is tart uping:V
tart;tarts;is tartting:V
tar;tars;is taring:V
tassel;tassels;is tasseling:V
taste;tastes;is tasting:V
tatter;tatters;is tattering:V
tattoo;tattoos;is tattooing:V
tat;tats;is tatting:V
taught;taughts;is taughting:V
tauten;tautens;is tautening:V
tawse;tawses;is tawsing:V
taxi;taxis;is taxiing:V
tcheck out;tchecks out;is tchecking out:V
tcheckup;tcheckups;is tcheckuping:V
te-hee;te-hees;is te-heeing:V
teach;teachs;is teaching:V
team;teams;is teaming:V
tear;tears;is tearing:V
teasel;teasels;is teaseling:V
tease;teases;is teasing:V
teazel;teazels;is teazeling:V
teazle;teazles;is teazling:V
tee off;tees off;is teeing off:V
teeter;teeters;is teetering:V
tee;tees;is teeing:V
telecast;telecasts;is telecasting:V
telegraph;telegraphs;is telegraphing:V
telephone;telephones;is telephoning:V
telescope;telescopes;is telescoping:V
Teletype;Teletypes;is Teletyping:V
televise;televises;is televising:V
telex;telexs;is telexing:V
tell;tells;is tellling:V
tend;tends;is tendding:V
tense;tenses;is tenseing:V
tepefy;tepefys;is tepefying:V
terminate;terminates;is terminateing:V
terrify;terrifys;is terrifying:V
testify;testifys;is testifying:V
test;tests;is testting:V
Teutonize;Teutonizes;is Teutonizeing:V
thatch;thatchs;is thatching:V
thaw;thaws;is thawing:V
thermalize;thermalizes;is thermalizeing:V
thicken;thickens;is thickenning:V
thieve;thieves;is thieveing:V
think;thinks;is thinking:V
thought;thoughts;is thoughtting:V
threat;threats;is threatting:V
thresh out;thresh outs;is thresh outting:V
thresh;threshs;is threshing:V
threw;threws;is threwing:V
thrill;thrills;is thrillling:V
throb;throbs;is throbing:V
thrombose;thromboses;is thromboseing:V
throne;thrones;is throneing:V
throng;throngs;is thronging:V
throve;throves;is throveing:V
throw up;throw ups;is throw uping:V
thrown;throwns;is thrownning:V
throw;throws;is throwing:V
thrum;thrums;is thrumming:V
thrust;thrusts;is thrustting:V
thunder;thunders;is thundering:V
thwack;thwacks;is thwacking:V
thwart;thwarts;is thwartting:V
tickle;tickles;is tickleing:V
tick;ticks;is ticking:V
tidy;tidys;is tidying:V
tier;tiers;is tiering:V
tie;ties;is tieing:V
tighten;tightens;is tightenning:V
till;tills;is tillling:V
tilt;tilts;is tiltting:V
tinct;tincts;is tinctting:V
tingle;tingles;is tingleing:V
tinkle;tinkles;is tinkleing:V
tipple;tipples;is tippleing:V
tiptoe;tiptoes;is tiptoeing:V
tip;tips;is tiping:V
tire;tires;is tireing:V
titivate;titivates;is titivateing:V
tittivate;tittivates;is tittivateing:V
tittup;tittups;is tittuping:V
toast;toasts;is toastting:V
told;tolds;is toldding:V
toll;tolls;is tollling:V
tone down;tone downs;is tone downning:V
tone up;tone ups;is tone uping:V
toner;toners;is tonering:V
took;tooks;is tooking:V
tool;tools;is toolling:V
tooth;tooths;is toothing:V
tootle;tootles;is tootleing:V
toot;toots;is tootting:V
top out;top outs;is top outting:V
tope;topes;is topeing:V
topple;topples;is toppleing:V
tore;tores;is toreing:V
torment;torments;is tormentting:V
torn;torns;is tornning:V
torrefy;torrefys;is torrefying:V
toss off;toss offs;is toss offing:V
tost;tosts;is tostting:V
totalize;totalizes;is totalizeing:V
tot;tots;is totting:V
toughen;toughens;is toughenning:V
tour;tours;is touring:V
tout;touts;is toutting:V
touzle;touzles;is touzleing:V
track;tracks;is tracking:V
trail;trails;is trailling:V
trample;tramples;is trampleing:V
tranquillize;tranquillizes;is tranquillizeing:V
transact;transacts;is transactting:V
transcend;transcends;is transcendding:V
transfer;transfers;is transfering:V
transfigure;transfigures;is transfigureing:V
transfix;transfixs;is transfixing:V
transform;transforms;is transformming:V
transgress;transgresss;is transgressing:V
tranship;tranships;is transhiping:V
transistorize;transistorizes;is transistorizeing:V
transit;transits;is transitting:V
translate;translates;is translateing:V
transmit;transmits;is transmitting:V
transmogrify;transmogrifys;is transmogrifying:V
transplant;transplants;is transplantting:V
transport;transports;is transportting:V
transshift;transshifts;is transshiftting:V
transship;transships;is transshiping:V
transude;transudes;is transudeing:V
transvalue;transvalues;is transvalueing:V
trapan;trapans;is trapanning:V
trapes;trapess;is trapesing:V
trash;trashs;is trashing:V
travel;travels;is travelling:V
traverse;traverses;is traverseing:V
trawl;trawls;is trawlling:V
treadle;treadles;is treadleing:V
tread;treads;is treadding:V
treble;trebles;is trebleing:V
trench;trenchs;is trenching:V
trepan;trepans;is trepanning:V
triangulate;triangulates;is triangulateing:V
trickle;trickles;is trickleing:V
trick;tricks;is tricking:V
tries;triess;is triesing:V
trill;trills;is trillling:V
trimmest;trimmests;is trimmestting:V
trindle;trindles;is trindleing:V
triple-tongue;triple-tongues;is triple-tongueing:V
triple;triples;is tripleing:V
triplicate;triplicates;is triplicateing:V
trodden;troddens;is troddenning:V
trode;trodes;is trodeing:V
trod;trods;is trodding:V
trog;trogs;is troging:V
troll;trolls;is trollling:V
trot;trots;is trotting:V
troublesshot;troublesshots;is troublesshotting:V
trow;trows;is trowing:V
truck;trucks;is trucking:V
trumpet;trumpets;is trumpetting:V
trump;trumps;is trumping:V
truncate;truncates;is truncateing:V
trundle;trundles;is trundleing:V
tubulate;tubulates;is tubulateing:V
tug;tugs;is tuging:V
tumble;tumbles;is tumbleing:V
tumefy;tumefys;is tumefying:V
tune in;tune ins;is tune inning:V
tune;tunes;is tuneing:V
tun;tuns;is tunning:V
turmoil;turmoils;is turmoilling:V
turn against;turn againsts;is turn againstting:V
turn away;turn aways;is turn awaying:V
turn in;turn ins;is turn inning:V
turn;turns;is turnning:V
tusk;tusks;is tusking:V
tutor;tutors;is tutoring:V
tut;tuts;is tutting:V
twaddle;twaddles;is twaddleing:V
twang;twangs;is twanging:V
tweeze;tweezes;is tweezeing:V
twiddle;twiddles;is twiddleing:V
twig;twigs;is twiging:V
twinge;twinges;is twingeing:V
twinkle;twinkles;is twinkleing:V
twirl;twirls;is twirlling:V
twist;twists;is twistting:V
twitch;twitchs;is twitching:V
twit;twits;is twitting:V
two-time;two-times;is two-timeing:V
typecast;typecasts;is typecastting:V
typeset;typesets;is typesetting:V
typewrite;typewrites;is typewriteing:V
type;types;is typeing:V
typify;typifys;is typifying:V
tyrannize;tyrannizes;is tyrannizeing:V
uglify;uglifys;is uglifying:V
ulcerate;ulcerates;is ulcerateing:V
umpire;umpires;is umpireing:V
unarm;unarms;is unarmming:V
unbar;unbars;is unbaring:V
unbend;unbends;is unbendding:V
unbent;unbents;is unbentting:V
unbind;unbinds;is unbindding:V
unbonnet;unbonnets;is unbonnetting:V
unbound;unbounds;is unboundding:V
unbutton;unbuttons;is unbuttonning:V
uncap;uncaps;is uncaping:V
unclog;unclogs;is uncloging:V
unclose;uncloses;is uncloseing:V
unclothe;unclothes;is unclotheing:V
uncoil;uncoils;is uncoilling:V
uncouple;uncouples;is uncoupleing:V
uncurl;uncurls;is uncurlling:V
underact;underacts;is underactting:V
underbank;underbanks;is underbanking:V
underbid;underbids;is underbidding:V
underboil;underboils;is underboilling:V
underboom;underbooms;is underboomming:V
underbud;underbuds;is underbudding:V
underbuild;underbuilds;is underbuildding:V
underbuilt;underbuilts;is underbuiltting:V
underbuy;underbuys;is underbuying:V
undercanvass;undercanvasss;is undercanvassing:V
undercapitalize;undercapitalizes;is undercapitalizeing:V
undercharge;undercharges;is underchargeing:V
undercomment;undercomments;is undercommentting:V
undercool;undercools;is undercoolling:V
undercourse;undercourses;is undercourseing:V
undercurl;undercurls;is undercurlling:V
undercut;undercuts;is undercutting:V
underdig;underdigs;is underdiging:V
underdrain;underdrains;is underdrainning:V
underdug;underdugs;is underduging:V
underestimate;underestimates;is underestimateing:V
underflood;underfloods;is underfloodding:V
undergird;undergirds;is undergirdding:V
undergo;undergos;is undergoing:V
underhang;underhangs;is underhanging:V
underlaid;underlaids;is underlaidding:V
underlay;underlays;is underlaying:V
underlet;underlets;is underletting:V
underlie;underlies;is underlieing:V
underline;underlines;is underlineing:V
underpay;underpays;is underpaying:V
underpin;underpins;is underpinning:V
underplay;underplays;is underplaying:V
underprop;underprops;is underproping:V
underquote;underquotes;is underquoteing:V
underran;underrans;is underranning:V
underrule;underrules;is underruleing:V
underscore;underscores;is underscoreing:V
undersell;undersells;is undersellling:V
undershine;undershines;is undershineing:V
undershone;undershones;is undershoneing:V
undershoot;undershoots;is undershootting:V
underspend;underspends;is underspendding:V
underspent;underspents;is underspentting:V
undersshot;undersshots;is undersshotting:V
understand;understands;is understandding:V
understate;understates;is understateing:V
understood;understoods;is understoodding:V
understudies;understudiess;is understudiesing:V
undertake;undertakes;is undertakeing:V
undertaught;undertaughts;is undertaughtting:V
underteach;underteachs;is underteaching:V
underthaw;underthaws;is underthawing:V
undertook;undertooks;is undertooking:V
undertrade;undertrades;is undertradeing:V
undervalue;undervalues;is undervaluing:V
underwash;underwashs;is underwashing:V
underwrite;underwrites;is underwriting:V
underwrote;underwrotes;is underwroting:V
undid;undids;is undidding:V
undo;undos;is undoing:V
undrawn;undrawns;is undrawning:V
undress;undresss;is undressing:V
undrew;undrews;is undrewing:V
undulate;undulates;is undulateing:V
unfasten;unfastens;is unfastenning:V
unffroze;unffrozes;is unffrozeing:V
unfold;unfolds;is unfoldding:V
unfreeze;unfreezes;is unfreezeing:V
unfurl;unfurls;is unfurlling:V
ungrip;ungrips;is ungriping:V
unhair;unhairs;is unhairing:V
unhelm;unhelms;is unhelmming:V
unify;unifys;is unifying:V
unionize;unionizes;is unionizeing:V
unite;unites;is uniteing:V
unjoin;unjoins;is unjoining:V
unkink;unkinks;is unkinking:V
unknit;unknits;is unknitting:V
unlade;unlades;is unladeing:V
unlatch;unlatchs;is unlatching:V
unlay;unlays;is unlaying:V
unlearn;unlearns;is unlearnning:V
unload;unloads;is unloadding:V
unmade;unmades;is unmadeing:V
unmake;unmakes;is unmakeing:V
unman;unmans;is unmanning:V
unmask;unmasks;is unmasking:V
unmoor;unmoors;is unmooring:V
unpack;unpacks;is unpacking:V
unpeg;unpegs;is unpeging:V
unpin;unpins;is unpinning:V
unplug;unplugs;is unpluging:V
unquote;unquotes;is unquoting:V
unravel;unravels;is unravelling:V
unrealise;unrealises;is unrealising:V
unrealize;unrealizes;is unrealizing:V
unreeve;unreeves;is unreeveing:V
unrig;unrigs;is unriging:V
unrip;unrips;is unriping:V
unroll;unrolls;is unrollling:V
unrrove;unrroves;is unrroving:V
unsaddle;unsaddles;is unsaddleing:V
unsay;unsays;is unsaying:V
unsettle;unsettles;is unsettleing:V
unship;unships;is unshiping:V
unsnap;unsnaps;is unsnaping:V
unspeak;unspeaks;is unspeaking:V
unsteady;unsteadys;is unsteadying:V
unstep;unsteps;is unsteping:V
unstick;unsticks;is unsticking:V
unstop;unstops;is unstoping:V
unswear;unswears;is unswearing:V
unteach;unteachs;is unteaching:V
unthink;unthinks;is unthinking:V
unthought;unthoughts;is unthoughtting:V
untie;unties;is untieing:V
untread;untreads;is untreadding:V
untuck;untucks;is untucking:V
unwind;unwinds;is unwindding:V
unwound;unwounds;is unwoundding:V
unwrap;unwraps;is unwraping:V
unyoke;unyokes;is unyokeing:V
unzip;unzips;is unziping:V
upbuild;upbuilds;is upbuildding:V
upcast;upcasts;is upcastting:V
update;updates;is updateing:V
upend;upends;is upendding:V
upgrade;upgrades;is upgradeing:V
upheave;upheaves;is upheaveing:V
upheld;uphelds;is upheldding:V
uphhove;uphhoves;is uphhoveing:V
uphold;upholds;is upholdding:V
uplift;uplifts;is upliftting:V
uppercut;uppercuts;is uppercutting:V
uprisen;uprisens;is uprisenning:V
uprise;uprises;is upriseing:V
uprose;uproses;is uproseing:V
upset;upsets;is upsetting:V
upstart;upstarts;is upstartting:V
upsurge;upsurges;is upsurgeing:V
upsweep;upsweeps;is upsweeping:V
upswell;upswells;is upswellling:V
upswept;upswepts;is upsweptting:V
upthrew;upthrews;is upthrewing:V
upthrown;upthrowns;is upthrownning:V
uptorn;uptorns;is uptornning:V
upturn;upturns;is upturnning:V
up;ups;is uping:V
urticate;urticates;is urticateing:V
use;uses;is useing:V
usurp;usurps;is usurping:V
utter;utters;is uttering:V
vacate;vacates;is vacateing:V
vaccinate;vaccinates;is vaccinateing:V
vacuum;vacuums;is vacuumming:V
vail;vails;is vailling:V
vamp;vamps;is vamping:V
vaporize;vaporizes;is vaporizeing:V
vapour;vapours;is vapouring:V
varitype;varitypes;is varitypeing:V
vary;varys;is varying:V
vaticinate;vaticinates;is vaticinateing:V
vault;vaults;is vaultting:V
veer;veers;is veering:V
vellicate;vellicates;is vellicateing:V
vend;vends;is vendding:V
ventriloquize;ventriloquizes;is ventriloquizeing:V
vent;vents;is ventting:V
verbalize;verbalizes;is verbalizeing:V
verbify;verbifys;is verbifying:V
verify;verifys;is verifying:V
vermiculate;vermiculates;is vermiculateing:V
vernalize;vernalizes;is vernalizeing:V
verse;verses;is verseing:V
versify;versifys;is versifying:V
vesicate;vesicates;is vesicateing:V
vesiculate;vesiculates;is vesiculateing:V
vibrate;vibrates;is vibrateing:V
victual;victuals;is victualling:V
vide;vides;is videing:V
vie;vies;is vieing:V
vilify;vilifys;is vilifying:V
vise;vises;is viseing:V
visit;visits;is visitting:V
visualize;visualizes;is visualizeing:V
vitrify;vitrifys;is vitrifying:V
vittle;vittles;is vittleing:V
viva voce;viva voces;is viva voceing:V
vivify;vivifys;is vivifying:V
vivisect;vivisects;is vivisectting:V
vizor;vizors;is vizoring:V
vocalize;vocalizes;is vocalizeing:V
vociferate;vociferates;is vociferateing:V
void;voids;is voidding:V
volatilize;volatilizes;is volatilizeing:V
volley;volleys;is volleying:V
volunteer;volunteers;is volunteering:V
vomit;vomits;is vomitting:V
vote;votes;is voteing:V
voyage;voyages;is voyageing:V
wabble;wabbles;is wabbleing:V
wade;wades;is wadeing:V
waff;waffs;is waffing:V
waft;wafts;is waftting:V
wager;wagers;is wagering:V
waggle;waggles;is waggleing:V
waggon;waggons;is waggonning:V
wag;wags;is waging:V
wainscot;wainscots;is wainscotting:V
wait;waits;is waitting:V
wale;wales;is waleing:V
wallop;wallops;is walloping:V
wallpaper;wallpapers;is wallpapering:V
waltz Matilda;waltz Matildas;is waltz Matildaing:V
waltz;waltzs;is waltzing:V
wander;wanders;is wandering:V
wanna;wannas;is wannaing:V
warble;warbles;is warbleing:V
warehouse;warehouses;is warehouseing:V
ware;wares;is wareing:V
warm;warms;is warmming:V
warn;warns;is warnning:V
warp;warps;is warping:V
warsle;warsles;is warsleing:V
war;wars;is waring:V
wash up;wash ups;is wash uping:V
wash;washs;is washing:V
wassail;wassails;is wassailling:V
wast;wasts;is wastting:V
was;wass;is wasing:V
watch;watchs;is watching:V
wave;waves;is waveing:V
wawl;wawls;is wawlling:V
waxen;waxens;is waxenning:V
waylay;waylays;is waylaying:V
weaken;weakens;is weakenning:V
wear down;wear downs;is wear downning:V
