abate;abates;is abating:Verb
fall to;fall tos;is fall toing:Intransitive_Verb
false-card;false-cards;is false-carding:Intransitive_Verb
falter;falters;is faltering:Intransitive_Verb
familiarise;familiarises;is familiariseing:Intransitive_Verb
fanaticise;fanaticises;is fanaticiseing:Intransitive_Verb
fantasize;fantasizes;is fantasizeing:Intransitive_Verb
fare;fares;is fareing:Intransitive_Verb
farm;farms;is farmming:Intransitive_Verb
fart;farts;is farting:Intransitive_Verb
fasten;fastens;is fastening:Intransitive_Verb
fast;fasts;is fasting:Intransitive_Verb
fault;faults;is faulting:Intransitive_Verb
fawn;fawns;is fawning:Intransitive_Verb
fear;fears;is fearing:Intransitive_Verb
feast;feasts;is feasting:Intransitive_Verb
feather;feathers;is feathering:Intransitive_Verb
feature;features;is featureing:Intransitive_Verb
feel;feels;is feelling:Intransitive_Verb
feint;feints;is feinting:Intransitive_Verb
felt;felts;is felting:Intransitive_Verb
feminise;feminises;is feminiseing:Intransitive_Verb
fenagle;fenagles;is fenagleing:Intransitive_Verb
fence;fences;is fenceing:Intransitive_Verb
fend;fends;is fending:Intransitive_Verb
ferret;ferrets;is ferreting:Intransitive_Verb
fester;festers;is festering:Intransitive_Verb
festinate;festinates;is festinateing:Intransitive_Verb
fetch up;fetch ups;is fetch uping:Intransitive_Verb
feud;feuds;is feuding:Intransitive_Verb
fianchetto;fianchettos;is fianchettoing:Intransitive_Verb
fiddle-faddle;fiddle-faddles;is fiddle-faddleing:Intransitive_Verb
fiddle;fiddles;is fiddleing:Intransitive_Verb
fidget;fidgets;is fidgeting:Intransitive_Verb
fidge;fidges;is fidgeing:Intransitive_Verb
field;fields;is fielding:Intransitive_Verb
fiercen;fiercens;is fiercening:Intransitive_Verb
fight;fights;is fighting:Intransitive_Verb
figure on;figure ons;is figure oning:Intransitive_Verb
figure;figures;is figureing:Intransitive_Verb
fike;fikes;is fikeing:Intransitive_Verb
file;files;is fileing:Intransitive_Verb
filibuster;filibusters;is filibustering:Intransitive_Verb
fill away;fill aways;is fill awaying:Intransitive_Verb
fill in;fill ins;is fill ining:Intransitive_Verb
fillip;fillips;is filliping:Intransitive_Verb
filter out;filter outs;is filter outing:Intransitive_Verb
filter;filters;is filtering:Intransitive_Verb
finalize;finalizes;is finalizeing:Intransitive_Verb
finance;finances;is financeing:Intransitive_Verb
finger-paint;finger-paints;is finger-painting:Intransitive_Verb
finger;fingers;is fingering:Intransitive_Verb
finick;finicks;is finicking:Intransitive_Verb
finish;finishs;is finishing:Intransitive_Verb
fink out;fink outs;is fink outing:Intransitive_Verb
fink;finks;is finking:Intransitive_Verb
finnick;finnicks;is finnicking:Intransitive_Verb
fire away;fire aways;is fire awaying:Intransitive_Verb
firefang;firefangs;is firefanging:Intransitive_Verb
firm;firms;is firmming:Intransitive_Verb
fishmouth;fishmouths;is fishmouthing:Intransitive_Verb
fishtail;fishtails;is fishtailling:Intransitive_Verb
fish;fishs;is fishing:Intransitive_Verb
fisticuff;fisticuffs;is fisticuffing:Intransitive_Verb
fistulize;fistulizes;is fistulizeing:Intransitive_Verb
fit in;fit ins;is fit ining:Intransitive_Verb
fitcher;fitchers;is fitchering:Intransitive_Verb
fix;fixs;is fixing:Intransitive_Verb
fizzle;fizzles;is fizzleing:Intransitive_Verb
fizz;fizzs;is fizzing:Intransitive_Verb
flake out;flake outs;is flake outing:Intransitive_Verb
flame;flames;is flameing:Intransitive_Verb
flange;flanges;is flangeing:Intransitive_Verb
flap;flaps;is flaping:Intransitive_Verb
flashback;flashbacks;is flashbacking:Intransitive_Verb
flash;flashs;is flashing:Intransitive_Verb
flat-hat;flat-hats;is flat-hating:Intransitive_Verb
flatten;flattens;is flattening:Intransitive_Verb
flat;flats;is flating:Intransitive_Verb
fledge;fledges;is fledgeing:Intransitive_Verb
fleet;fleets;is fleeting:Intransitive_Verb
flee;flees;is fleeing:Intransitive_Verb
Fletcherise;Fletcherises;is Fletcheriseing:Intransitive_Verb
Fletcherize;Fletcherizes;is Fletcherizeing:Intransitive_Verb
flichter;flichters;is flichtering:Intransitive_Verb
flicker;flickers;is flickering:Intransitive_Verb
flighter;flighters;is flightering:Intransitive_Verb
flight;flights;is flighting:Intransitive_Verb
flinch;flinchs;is flinching:Intransitive_Verb
flip;flips;is fliping:Intransitive_Verb
flirt;flirts;is flirting:Intransitive_Verb
flock;flocks;is flocking:Intransitive_Verb
flog;flogs;is floging:Intransitive_Verb
flood;floods;is flooding:Intransitive_Verb
flop;flops;is floping:Intransitive_Verb
floreat;floreats;is floreating:Intransitive_Verb
flounce;flounces;is flounceing:Intransitive_Verb
flounder;flounders;is floundering:Intransitive_Verb
flourish;flourishs;is flourishing:Intransitive_Verb
flower;flowers;is flowering:Intransitive_Verb
flub;flubs;is flubing:Intransitive_Verb
fluctuate;fluctuates;is fluctuateing:Intransitive_Verb
flump;flumps;is flumping:Intransitive_Verb
flunk;flunks;is flunking:Intransitive_Verb
fluoresce;fluoresces;is fluoresceing:Intransitive_Verb
flutter;flutters;is fluttering:Intransitive_Verb
fly-fish;fly-fishs;is fly-fishing:Intransitive_Verb
fly;flys;is flying:Intransitive_Verb
foam;foams;is foamming:Intransitive_Verb
fold up;fold ups;is fold uping:Intransitive_Verb
fold;folds;is folding:Intransitive_Verb
foliate;foliates;is foliateing:Intransitive_Verb
fondle;fondles;is fondleing:Intransitive_Verb
fool;fools;is foolling:Intransitive_Verb
footfault;footfaults;is footfaulting:Intransitive_Verb
footle;footles;is footleing:Intransitive_Verb
for fete;for fetes;is for feteing:Intransitive_Verb
forage;forages;is forageing:Intransitive_Verb
fore-check;fore-checks;is fore-checking:Intransitive_Verb
forereach;forereachs;is forereaching:Intransitive_Verb
forgather;forgathers;is forgathering:Intransitive_Verb
forge;forges;is forgeing:Intransitive_Verb
fork;forks;is forking:Intransitive_Verb
formalise;formalises;is formaliseing:Intransitive_Verb
formicate;formicates;is formicateing:Intransitive_Verb
fornicate;fornicates;is fornicateing:Intransitive_Verb
fossick;fossicks;is fossicking:Intransitive_Verb
fossilise;fossilises;is fossiliseing:Intransitive_Verb
fother;fothers;is fothering:Intransitive_Verb
foul;fouls;is foulling:Intransitive_Verb
founder;founders;is foundering:Intransitive_Verb
four-flush;four-flushs;is four-flushing:Intransitive_Verb
fowl;fowls;is fowlling:Intransitive_Verb
fox-trot;fox-trots;is fox-troting:Intransitive_Verb
fox;foxs;is foxing:Intransitive_Verb
fractionise;fractionises;is fractioniseing:Intransitive_Verb
frame;frames;is frameing:Intransitive_Verb
fraternise;fraternises;is fraterniseing:Intransitive_Verb
fraternize;fraternizes;is fraternizeing:Intransitive_Verb
fray;frays;is fraying:Intransitive_Verb
freak out;freak outs;is freak outing:Intransitive_Verb
free-associate;free-associates;is free-associateing:Intransitive_Verb
freeboot;freeboots;is freebooting:Intransitive_Verb
freeload;freeloads;is freeloading:Intransitive_Verb
freewheel;freewheels;is freewheelling:Intransitive_Verb
freeze;freezes;is freezeing:Intransitive_Verb
French-kiss;French-kisss;is French-kissing:Intransitive_Verb
freshen;freshens;is freshening:Intransitive_Verb
fress;fresss;is fressing:Intransitive_Verb
fret;frets;is freting:Intransitive_Verb
fribble;fribbles;is fribbleing:Intransitive_Verb
frig;frigs;is friging:Intransitive_Verb
frill;frills;is frillling:Intransitive_Verb
frisk;frisks;is frisking:Intransitive_Verb
frivol;frivols;is frivolling:Intransitive_Verb
friz;frizs;is frizing:Intransitive_Verb
front;fronts;is fronting:Intransitive_Verb
frounce;frounces;is frounceing:Intransitive_Verb
frown;frowns;is frowning:Intransitive_Verb
frug;frugs;is fruging:Intransitive_Verb
fry;frys;is frying:Intransitive_Verb
fuck about;fuck abouts;is fuck abouting:Intransitive_Verb
fuddle;fuddles;is fuddleing:Intransitive_Verb
fudge;fudges;is fudgeing:Intransitive_Verb
fugle;fugles;is fugleing:Intransitive_Verb
fulgurate;fulgurates;is fulgurateing:Intransitive_Verb
full;fulls;is fullling:Intransitive_Verb
fulminate;fulminates;is fulminateing:Intransitive_Verb
fulmine;fulmines;is fulmineing:Intransitive_Verb
fumble;fumbles;is fumbleing:Intransitive_Verb
fume;fumes;is fumeing:Intransitive_Verb
function;functions;is functioning:Intransitive_Verb
furl;furls;is furlling:Intransitive_Verb
fuss;fusss;is fussing:Intransitive_Verb
gabble;gabbles;is gabbleing:Intransitive_Verb
gaggle;gaggles;is gaggleing:Intransitive_Verb
gag;gags;is gaging:Intransitive_Verb
gain;gains;is gaining:Intransitive_Verb
galavant;galavants;is galavanting:Intransitive_Verb
Gallicise;Gallicises;is Galliciseing:Intransitive_Verb
gallivant;gallivants;is gallivanting:Intransitive_Verb
gallop;gallops;is galloping:Intransitive_Verb
galumph;galumphs;is galumphing:Intransitive_Verb
gamble;gambles;is gambleing:Intransitive_Verb
game;games;is gameing:Intransitive_Verb
gangbang;gangbangs;is gangbanging:Intransitive_Verb
gape;gapes;is gapeing:Intransitive_Verb
gasconade;gasconades;is gasconadeing:Intransitive_Verb
gasp;gasps;is gasping:Intransitive_Verb
gastrulate;gastrulates;is gastrulateing:Intransitive_Verb
gather;gathers;is gathering:Intransitive_Verb
gawk;gawks;is gawking:Intransitive_Verb
gawp;gawps;is gawping:Intransitive_Verb
gaze;gazes;is gazeing:Intransitive_Verb
gear;gears;is gearing:Intransitive_Verb
gelatinate;gelatinates;is gelatinateing:Intransitive_Verb
gelatinise;gelatinises;is gelatiniseing:Intransitive_Verb
gemmate;gemmates;is gemmateing:Intransitive_Verb
generalise;generalises;is generaliseing:Intransitive_Verb
generalize;generalizes;is generalizeing:Intransitive_Verb
genuflect;genuflects;is genuflecting:Intransitive_Verb
geologise;geologises;is geologiseing:Intransitive_Verb
geometrise;geometrises;is geometriseing:Intransitive_Verb
geometrize;geometrizes;is geometrizeing:Intransitive_Verb
Germanise;Germanises;is Germaniseing:Intransitive_Verb
get about;get abouts;is get abouting:Intransitive_Verb
get across;get acrosss;is get acrossing:Intransitive_Verb
get ahead;get aheads;is get aheading:Intransitive_Verb
get along;get alongs;is get alonging:Intransitive_Verb
get at;get ats;is get ating:Intransitive_Verb
get back;get backs;is get backing:Intransitive_Verb
get by;get bys;is get bying:Intransitive_Verb
get down;get downs;is get downing:Intransitive_Verb
get into;get intos;is get intoing:Intransitive_Verb
get in;get ins;is get ining:Intransitive_Verb
get off;get offs;is get offing:Intransitive_Verb
get onto;get ontos;is get ontoing:Intransitive_Verb
get on;get ons;is get oning:Intransitive_Verb
get over;get overs;is get overing:Intransitive_Verb
get round;get rounds;is get rounding:Intransitive_Verb
get through;get throughs;is get throughing:Intransitive_Verb
get up;get ups;is get uping:Intransitive_Verb
get;gets;is geting:Intransitive_Verb
ghostwritten;ghostwrittens;is ghostwrittening:Intransitive_Verb
ghostwrote;ghostwrotes;is ghostwroteing:Intransitive_Verb
gibber;gibbers;is gibbering:Intransitive_Verb
giddy;giddys;is giddying:Intransitive_Verb
giggle;giggles;is giggleing:Intransitive_Verb
gilly;gillys;is gillying:Intransitive_Verb
gird;girds;is girding:Intransitive_Verb
girn;girns;is girning:Intransitive_Verb
give onto;give ontos;is give ontoing:Intransitive_Verb
give out;give outs;is give outing:Intransitive_Verb
give up;give ups;is give uping:Intransitive_Verb
give;gives;is giveing:Intransitive_Verb
glance;glances;is glanceing:Intransitive_Verb
glare;glares;is glareing:Intransitive_Verb
gleam;gleams;is gleamming:Intransitive_Verb
gleek;gleeks;is gleeking:Intransitive_Verb
glidder;glidders;is gliddering:Intransitive_Verb
glide;glides;is glideing:Intransitive_Verb
gliff;gliffs;is gliffing:Intransitive_Verb
glime;glimes;is glimeing:Intransitive_Verb
glimmer;glimmers;is glimmering:Intransitive_Verb
glint;glints;is glinting:Intransitive_Verb
glissade;glissades;is glissadeing:Intransitive_Verb
glisten;glistens;is glistening:Intransitive_Verb
glitter;glitters;is glittering:Intransitive_Verb
gloat;gloats;is gloating:Intransitive_Verb
gloom;glooms;is gloomming:Intransitive_Verb
glower;glowers;is glowering:Intransitive_Verb
glow;glows;is glowing:Intransitive_Verb
glunch;glunchs;is glunching:Intransitive_Verb
gluttonise;gluttonises;is gluttoniseing:Intransitive_Verb
gluttonize;gluttonizes;is gluttonizeing:Intransitive_Verb
gnarl;gnarls;is gnarlling:Intransitive_Verb
gnar;gnars;is gnaring:Intransitive_Verb
Gnosticise;Gnosticises;is Gnosticiseing:Intransitive_Verb
Gnosticize;Gnosticizes;is Gnosticizeing:Intransitive_Verb
go about;go abouts;is go abouting:Intransitive_Verb
go against;go againsts;is go againsting:Intransitive_Verb
go ahead;go aheads;is go aheading:Intransitive_Verb
go along;go alongs;is go alonging:Intransitive_Verb
go around;go arounds;is go arounding:Intransitive_Verb
go at;go ats;is go ating:Intransitive_Verb
go away;go aways;is go awaying:Intransitive_Verb
go back;go backs;is go backing:Intransitive_Verb
go by;go bys;is go bying:Intransitive_Verb
go down;go downs;is go downing:Intransitive_Verb
go forth;go forths;is go forthing:Intransitive_Verb
go for;go fors;is go foring:Intransitive_Verb
go into;go intos;is go intoing:Intransitive_Verb
go in;go ins;is go ining:Intransitive_Verb
go off;go offs;is go offing:Intransitive_Verb
go on;go ons;is go oning:Intransitive_Verb
go out;go outs;is go outing:Intransitive_Verb
go over;go overs;is go overing:Intransitive_Verb
go slow;go slows;is go slowing:Intransitive_Verb
go through;go throughs;is go throughing:Intransitive_Verb
go together;go togethers;is go togethering:Intransitive_Verb
go to;go tos;is go toing:Intransitive_Verb
go under;go unders;is go undering:Intransitive_Verb
go up;go ups;is go uping:Intransitive_Verb
go without;go withouts;is go withouting:Intransitive_Verb
go with;go withs;is go withing:Intransitive_Verb
gobble;gobbles;is gobbleing:Intransitive_Verb
goggle;goggles;is goggleing:Intransitive_Verb
gold-brick;gold-bricks;is gold-bricking:Intransitive_Verb
golf;golfs;is golfing:Intransitive_Verb
gong;gongs;is gonging:Intransitive_Verb
goof;goofs;is goofing:Intransitive_Verb
goose-step;goose-steps;is goose-steping:Intransitive_Verb
gormandise;gormandises;is gormandiseing:Intransitive_Verb
gossip;gossips;is gossiping:Intransitive_Verb
goster;gosters;is gostering:Intransitive_Verb
gouge;gouges;is gougeing:Intransitive_Verb
grabble;grabbles;is grabbleing:Intransitive_Verb
grab;grabs;is grabing:Intransitive_Verb
grade;grades;is gradeing:Intransitive_Verb
graduate;graduates;is graduateing:Intransitive_Verb
Graecise;Graecises;is Graeciseing:Intransitive_Verb
graft;grafts;is grafting:Intransitive_Verb
grandstand;grandstands;is grandstanding:Intransitive_Verb
granulate;granulates;is granulateing:Intransitive_Verb
grapple;grapples;is grappleing:Intransitive_Verb
gravitate;gravitates;is gravitateing:Intransitive_Verb
Grecise;Grecises;is Greciseing:Intransitive_Verb
greet;greets;is greeting:Intransitive_Verb
gride;grides;is grideing:Intransitive_Verb
grift;grifts;is grifting:Intransitive_Verb
grimace;grimaces;is grimaceing:Intransitive_Verb
grind on;grind ons;is grind oning:Intransitive_Verb
grind;grinds;is grinding:Intransitive_Verb
grin;grins;is grining:Intransitive_Verb
gripe;gripes;is gripeing:Intransitive_Verb
grizzle;grizzles;is grizzleing:Intransitive_Verb
groan;groans;is groaning:Intransitive_Verb
groove;grooves;is grooveing:Intransitive_Verb
grope;gropes;is gropeing:Intransitive_Verb
ground;grounds;is grounding:Intransitive_Verb
grouse;grouses;is grouseing:Intransitive_Verb
grow into;grow intos;is grow intoing:Intransitive_Verb
grow on;grow ons;is grow oning:Intransitive_Verb
grow out of;grow out ofs;is grow out ofing:Intransitive_Verb
grow up;grow ups;is grow uping:Intransitive_Verb
growl;growls;is growlling:Intransitive_Verb
grow;grows;is growing:Intransitive_Verb
grub;grubs;is grubing:Intransitive_Verb
grumble;grumbles;is grumbleing:Intransitive_Verb
grump;grumps;is grumping:Intransitive_Verb
grunt;grunts;is grunting:Intransitive_Verb
grutch;grutchs;is grutching:Intransitive_Verb
guard;guards;is guarding:Intransitive_Verb
guddle;guddles;is guddleing:Intransitive_Verb
guest;guests;is guesting:Intransitive_Verb
guggle;guggles;is guggleing:Intransitive_Verb
gulp;gulps;is gulping:Intransitive_Verb
